District,Crime Attribute,Crime Measure
Shimoga,Child Marriage Restraint Act (Incidence),0
Shimoga,Indecent Representation of Women (P) Act (Incidence),0
Shimoga,Copyright Act (Incidence),6
Shimoga,Sati Prevention Act (Incidence),0
Shimoga,Forest Act (Incidence),1
Shimoga,Other SLL Crimes (Incidence),100
Shimoga,Total Cognizable Crimes Under SLL (Incidence),619
Shimoga,Number of Cases Reported Under C.H. Not Amounting to Murder,1
Shimoga,Number of Cases Reported Under Dacoity,9
Shimoga,Number of Cases Reported Under Preparation and Assembly For Dacoity,3
Shimoga,Number of Cases Reported Under Robbery,56
Shimoga,Number of Cases Reported Under Riots,304
Shimoga,Number of Cases Reported Under Arson,3
Shimoga,Number of Cases Reported Under Total Violent Crimes,558
Shimoga,Number of Cases Reported Under Percentage Share to All Karnataka Crimes,3.4
Shimoga,Number of Cases Reported Under Percentage to Total Cognizable Crimes Under IPC,0.4
Shimoga,Number of Cases Reported Under Gain Murder (C.H.),3
Shimoga,Number of Cases Reported Under Gain CHNA (C.H.),0
Shimoga,Number of Cases Reported Under Property Dispute Murder (C.H.),0
Shimoga,Number of Cases Reported Under Property Dispute CHNA (C.H.),0
Shimoga,Number of Cases Reported Under Personal Vendetta Or Enmity Murder (C.H.),0
Shimoga,Number of Cases Reported Under Personal Vendetta Or Enmity CHNA (C.H.),0
Shimoga,Number of Cases Reported Under Love Affairs / Sexual Causes Murder (C.H.),1
Shimoga,Number of Cases Reported Under Love Affairs / Sexual Causes CHNA (C.H.),0
Shimoga,Number of Cases Reported Under Dowry Murder (C.H.),1
Shimoga,Number of Cases Reported Under Dowry CHNA (C.H.),0
Shimoga,Number of Cases Reported Lunacy Murder (C.H.),0
Shimoga,Number of Cases Reported Lunacy Murder CHNA (C.H),0
Shimoga,Number of Cases Reported Witchcraft Murder (C.H.),0
Shimoga,Number of Cases Reported Witchcraft CHNA (C.H.),0
Shimoga,Number of Cases Reported For Political Reasons Murder (C.H.),0
Shimoga,Number of Cases Reported For Political Reasons CHNA (C.H.),0
Shimoga,Number of Cases Reported  By Terrorist /Extremists Murder (C.H.),0
Shimoga,Number of Cases Reported  By Terrorist /Extremists CHNA (C.H.),0
Shimoga,Number of Cases Reported Communalism Murder (C.H.),0
Shimoga,Number of Cases Reported Communalism CHNA  (C.H.),0
Shimoga,Casteism Murder (C.H.),0
Shimoga,Casteism CHNA (C.H.),0
Shimoga,Number of Cases Reported Under Class Conflict Murder (C.H.),0
Shimoga,Number of Cases Reported Under Class Conflict CHNA (C.H.),0
Shimoga,Number of Cases Reported Under Other Motives Murder (C.H.),44
Shimoga,Number of Cases Reported Under Other Motives CHNA (C.H.),1
Shimoga,Number of Cases Reported Under Total CHNA (C.H.),1
Shimoga,Number of Victims Upto 10 Years (Males),0
Shimoga,Number of Victims Upto 10 Years (Females),1
Shimoga,Number of Victims Upto 10 Years (Total),1
Shimoga,Number of Victims 11 - 15 Years (Males),0
Shimoga,Number of Victims 11 - 15 Years (Females),0
Shimoga,Number of Victims 11 - 15 Years (Total),0
Shimoga,Number of Victims 16 - 18 Years (Males),0
Shimoga,Number of Victims 16 - 18 Years (Females),0
Shimoga,Number of Victims 16 - 18 Years (Total),0
Shimoga,Number of Victims 19 - 30 Years (Males),11
Shimoga,Number of Victims 19 - 30 Years (Females),5
Shimoga,Number of Victims 19 - 30 Years (Total),17
Shimoga,Number of Victims 31 - 50 Years (Males),18
Shimoga,Number of Victims 31 - 50 Years(Females),6
Shimoga,Number of Victims 31 - 50 Years (Total),25
Shimoga,Number of Victims 31 - 50 Years (Males),1
Shimoga,Number of Victims 31 - 50 Years (Total),1
Shimoga,Number of Victims Above 50 Years (Males),2
Shimoga,Number of Victims Above 50 Years (Females),1
Shimoga,Number of Victims Above 50 Years (Total),4
Shimoga,Number of Victims Above 50 Years (Females),0
Shimoga,Number of Victims Above 50 Years (Total),0
Shimoga,Number of Victims CH Not Amounting to Murder Upto 10 Years (Males),0
Shimoga,Number of Victims CH Not Amounting to Murder Upto 10 Years (Females),0
Shimoga,Number of Victims CH Not Amounting to Murder Upto 10 Years (Total),0
Shimoga,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Males),0
Shimoga,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Females),0
Shimoga,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Total),0
Shimoga,Number of Victims CH Not Amounting to Murder 16 - 18 Years (Males),0
Shimoga,Number of Victims CH Not Amounting to Murder 16 - 18 Years (Total),0
Shimoga,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Males),0
Shimoga,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Females),0
Shimoga,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Total),0
Shimoga,Number of Victims 31 - 50 Years (Females),0
Shimoga,Number of Victims Above 50 Years(Males),0
Shimoga,Number of Victims Total of All Age Groups (Males),32
Shimoga,Number of Victims Total of All Age Groups (Females),19
Shimoga,Number of Victims Total of All Age Groups (Total),52
Shimoga,Number of Victims Total of All Age Groups (Males),1
Shimoga,Number of Victims Total of All Age Groups (Females),0
Shimoga,Number of Victims Total of All Age Groups (Total),1
Shimoga,Unidentified Bodies Recovered and Inquest Conducted,45
Shimoga,Total Number of Cases Reported (Age Group and Gender Wise Victims),24
Shimoga,Sex Wise / Group Wise Upto 10 Years (Males),0
Shimoga,Sex Wise / Group Wise Upto 10 Years (Females),0
Shimoga,Sex Wise / Group Wise 11 - 15 Years (Males),0
Shimoga,Sex Wise / Group Wise 11 - 15 Years (Females),0
Shimoga,Sex Wise / Group Wise 16 - 18 Years (Males),0
Shimoga,Sex Wise / Group Wise 16 - 18 Years (Females),7
Shimoga,Sex Wise / Group Wise 19 - 30 Years (Males),1
Shimoga,Sex Wise / Group Wise 19 - 30 Years (Females),9
Shimoga,Sex Wise / Group Wise 31 - 50 Years (Males),3
Shimoga,Sex Wise / Group Wise 31 - 50 Years (Females),0
Shimoga,Sex Wise / Group Wise Above 50 Years (Males),0
Shimoga,Sex Wise / Group Wise Above 50 Years (Females),0
Shimoga,Sex Wise / Group Wise Total (Males),6
Shimoga,Sex Wise / Group Wise Total (Females),18
Shimoga,Age Group and Gender Wise Victims of Total Kidnapping & Abduction (Grand Total),25
Shimoga,Total Number of Cases For Investigation Including Pending Cases,6354
Shimoga,Number of Cases In Which Investigation Was Refused,76
Shimoga,Number of Cases In Which Investigation Was Completed,412
Shimoga,Number of Cases In Which Investigation Was Completed Charge Found False / Mistake of Fact Or Law Etc.,446
Shimoga,Number of Cases In Which Investigation Was Completed Final Report True Submitted,4460
Shimoga,Number of Cases In Which Investigation Was Completed Charge Sheets Were Submitted,5318
Shimoga,Number of Cases Pending Investigation,959
Shimoga,Pendency Percentage,14.6
Shimoga,Percentage of Pendency to All Karnataka Total,1.6
Shimoga,Total Number of Cases For Investigation Including Pending Cases (SLL),686
Shimoga,Number of Cases In Which Investigation Was Refused (SLL),0
Shimoga,Number of Cases In Which Investigation Was Completed (SLL),627
Shimoga,Number of Cases In Which Investigation Was Completed Charge Found False / Mistake of Fact Or Law Etc. (SLL),8
Shimoga,Number of Cases In Which Investigation Was Completed Final Report True Submitted (SLL),0
Shimoga,Number of Cases In Which Investigation Was Completed Charge Sheets Were Submitted (SLL),617
Shimoga,Number of Cases Pending Investigation (SLL),57
Shimoga,Pendency Percentage (SLL),8.1
Shimoga,Disposal of Cases Under Murder (Confession),0
Shimoga,Disposal of Cases Under Murder (Trial),32
Shimoga,Disposal of Cases Under Murder (Total),32
Shimoga,Disposal of Cases  Attempt to Commit Murder (Confession),0
Shimoga,Disposal of Cases  Attempt to Commit Murder (Trial),36
Shimoga,Disposal of Cases  Attempt to Commit Murder (Total),36
Shimoga,Disposal of Cases C.H. Not Amounting to Murder (Confession),0
Shimoga,Disposal of Cases  C.H. Not Amounting to Murder (Trial),3
Shimoga,Disposal of Cases C.H. Not Amounting to Murder (Total),3
Shimoga,Disposal of Cases Under Rape (Confession),0
Shimoga,Disposal of Cases Under Rape (Trial),20
Shimoga,Disposal of Cases Under Rape (Total),20
Shimoga,Disposal of Cases Under Kidnapping & Abduction (Confession),0
Shimoga,Disposal of Cases Under Kidnapping & Abduction(Trial),17
Shimoga,Disposal of Cases Under Kidnapping & Abduction(Total),17
Shimoga,Disposal of Cases Under Women & Girls (Confession),0
Shimoga,Disposal of Cases Under Women & Girls (Trial),16
Shimoga,Disposal of Cases Under Women & Girls (Total),16
Shimoga,Disposal of Cases Under Others (Confession),0
Shimoga,Disposal of Cases Under Others (Trial),0
Shimoga,Disposal of Cases Under Others (Total),0
Shimoga,Disposal of Cases Under Dacoity (Confession),0
Shimoga,Disposal of Cases Under Dacoity (Trial),5
Shimoga,Disposal of Cases Under Dacoity (Total),5
Shimoga,Disposal of Cases Under Preparation & Assembly For Dacoity (Confession),0
Shimoga,Disposal of Cases Under Preparation & Assembly For Dacoity (Trial),0
Shimoga,Disposal of Cases Under Preparation & Assembly For Dacoity (Total),0
Shimoga,Disposal of Cases Robbery (Confession),0
Shimoga,Disposal of Cases Robbery (Trial),20
Shimoga,Disposal of Cases Robbery (Total),20
Shimoga,Disposal of Cases  Riot (Confession),0
Shimoga,Disposal of Cases Riot (Trial),153
Shimoga,Disposal of Cases Riot (Total),153
Shimoga,Disposal of Cases Arson (Confession),0
Shimoga,Disposal of Cases Arson (Trial),1
Shimoga,Disposal of Cases  Arson (Total),1
Shimoga,Disposal of Cases Dowry Death (Confession),0
Shimoga,Disposal of Cases Dowry Death (Trial),1
Shimoga,Disposal of Cases Dowry Death (Total),1
Shimoga,Disposal of Cases Total (Confession),0
Shimoga,Disposal of Cases Total (Trial),295
Shimoga,Disposal of Cases Total  (Total),295
Shimoga,Total Number of Cases For Trail Including Pending Cases,13964
Shimoga,Number of Cases Withdrawn By Govt.,0
Shimoga,Number of Cases Compounded Or With Drawn,355
Shimoga,Number of Cases In Which Trials Were Completed Convicted,1359
Shimoga,Number of Cases In Which Trials Were Completed Acquitted Or Discharged,2028
Shimoga,Number of Cases In Which Trials Were Completed Total,3388
Shimoga,Number of Cases Pending Trial (Disposal of IPC Cases By Courts),10220
Shimoga,Pendency Percentage (Disposal of IPC Cases By Courts),71.0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Murder,6
Shimoga,Conviction of IPC Cases Under Various Crime Heads Attempt to Commit Murder,2
Shimoga,Conviction of IPC Cases Under Various Crime Heads C.H. Not Amounting to Murder,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Rape,4
Shimoga,Conviction of IPC Cases Under Various Crime Heads Kidnapping & Abduction Total,2
Shimoga,Conviction of IPC Cases Under Various Crime Heads Kidnapping & Abduction of Women Or Girls,2
Shimoga,Conviction of IPC Cases Under Various Crime Heads Kidnapping & Abduction of Others,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Dacoity,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Preparation & Assembly For Dacoity,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Robbery,1
Shimoga,Conviction of IPC Cases Under Various Crime Heads Burglary,20
Shimoga,Conviction of IPC Cases Under Various Crime Heads Theft Total,32
Shimoga,Conviction of IPC Cases Under Various Crime Heads Theft Auto,15
Shimoga,Conviction of IPC Cases Under Various Crime Heads Theft Others,16
Shimoga,Conviction of IPC Cases Under Various Crime Heads Riots,3
Shimoga,Conviction of IPC Cases Under Various Crime Heads Criminal Breach of Trust,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Cheating,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Counterfeiting,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Arson,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Hurt,20
Shimoga,Conviction of IPC Cases Under Various Crime Heads Dowry Deaths,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Molestation,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Sexual Harassment,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Cruelty By Husband & Relatives,6
Shimoga,Conviction of IPC Cases Under Various Crime Heads Death By Negligence,0
Shimoga,Conviction of IPC Cases Under Various Crime Heads Other IPC Cases,1251
Shimoga,Conviction of IPC Cases Under Various Crime Heads Total Cognizable Cases Under IPC,1359
Shimoga,Total Number of Cases For Trail Including Pending Cases (Disposal of SLL Crime Cases By Court),1944
Shimoga,Cases With Drawn By Govt. ((Disposal of SLL Crime Cases By Court),0
Shimoga,Number of Cases Compounded Or With Drawn (Disposal of SLL Crime Cases By Court),0
Shimoga,Number of Cases In Which Trials Were Completed Convicted (Disposal of SLL Crime Cases By Court),295
Shimoga,Number of Cases In Which Trials Were Completed Acquitted Or Discharged (Disposal of SLL Crime Cases By Court),272
Shimoga,Number of Cases In Which Trials Were Completed (Total) (Disposal of SLL Crime Cases By Court),568
Shimoga,Disposal of SLL Crime Cases By Court (Pending Trial),1376
Shimoga,Disposal of SLL Crime Cases By Court (Pending Percentage),68.6
Shimoga,Percentage of Pendency to All Karnataka Total (Disposal of SLL Crime Cases By Court),3.7
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Arms Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Ndps Act),1
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Gambling Act),230
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Excise Act),14
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Prohibition Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Exp. & Exp.Sub. Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (I.T.P. Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Indian Railways Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Registration of Foreigners Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (P.C.R. Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Indian Passport Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Essential Commodities Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Tada Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Antiquity & Art Treasure Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Dowry Prohibition Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Indecent Rep. of Womenn Proh. Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Copyright Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Sati Prevention Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Sc/St (P) of Atrocities Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Forest Act),0
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Other SLL Crimes),47
Shimoga,Conviction of SLL Crime Cases Under Various Acts (Total Cognizable Crimes Under SLL),295
Shimoga,District Session Judge Duration of Trial Less Then 6 Months,0
Shimoga,District Session Judge Duration of Trial 6-12 Months,4
Shimoga,District Session Judge Duration of Trial 1-3 Years,31
Shimoga,District Session Judge Duration of Trial 3-5 Years,7
Shimoga,District Session Judge Duration of Trial 5-10 Years,11
Shimoga,District Session Judge Duration of Trial Over 10 Years,0
Shimoga,District Session Judge Duration of Trial (Total),55
Shimoga,Additional Session Judge Duration of Trial Less Then 6 Months,0
Shimoga,Additional Session Judge Duration of Trial 6-12 Months,0
Shimoga,Additional Session Judge Duration of Trial 1-3 Years,21
Shimoga,Additional Session Judge Duration of Trial 3-5 Years,7
Shimoga,Additional Session Judge Duration of Trial 5-10 Years,0
Shimoga,Additional Session Judge Duration of Trial Over 10 Years,0
Shimoga,Additional Session Judge Duration of Trial (Total),30
Shimoga,Other Courts Duration of Trial Less Then 6 Months,15
Shimoga,Other Courts Duration of Trial 6-12 Months,2
Shimoga,Other Courts Duration of Trial 1-3 Years,98
Shimoga,Other Courts Duration of Trial 3-5 Years,51
Shimoga,Other Courts Duration of Trial 5-10 Years,14
Shimoga,Other Courts Duration of Trial Over 10 Years,1
Shimoga,Other Courts (Total),185
Shimoga,Other Courts (Concluded) Duration of Trial Less Then 6 Months,463
Shimoga,Other Courts (Concluded) Duration of Trial 6-12 Months,575
Shimoga,Other Courts (Concluded) Duration of Trial 1-3 Years,1399
Shimoga,Other Courts (Concluded) Duration of Trial 3-5 Years,689
Shimoga,Other Courts (Concluded) Duration of Trial 5-10 Years,246
Shimoga,Other Courts (Concluded) Duration of Trial Over 10 Years,13
Shimoga,Other Courts (Concluded) Total,3388
Shimoga,Total Crimes Committed Against Women (Incidence),452
Shimoga,Total Crimes Committed Against Women (Estimated Mid Year Population (In Lakhs)),17.0
Shimoga,Total Crimes Committed Against Women (Rank of Population),12
Shimoga,Total Crimes Committed Against Women (Rank of Crimes),1
Shimoga,Incidence of Crimes Committed Against Women Rape (Incidence),22
Shimoga,Incidence of Crimes Committed Against Women Rape (Percentage),3.5
Shimoga,Incidence of Crimes Committed Against Women Kidnapping & Abduction (Incidence),17
Shimoga,Incidence of Crimes Committed Against Women Kidnapping & Abduction (Percentage),2.4
Shimoga,Incidence of Crimes Committed Against Women Dowry Death (Incidence),5
Shimoga,Incidence of Crimes Committed Against Women Dowry Death (Percentage),2.1
Shimoga,Incidence of Crimes Committed Against Women Cruelty By Husband & Relatives (Incidence),269
Shimoga,Incidence of Crimes Committed Against Women Cruelty By Husband & Relatives (Percentage),7.3
Shimoga,Incidence of Crimes Committed Against Women Molestation (Incidence),119
Shimoga,Incidence of Crimes Committed Against Women Molestation (Percentage),4.6
Shimoga,Incidence of Crimes Committed Against Women Sexual Harassment (Eve-Teasing) (Incidence),9
Shimoga,Incidence of Crimes Committed Against Women Sexual Harassment (Eve-Teasing) (Percentage),12.0
Shimoga,Incidence of Crimes Committed Against Women Importation of Girls (Incidence),0
Shimoga,Incidence of Crimes Committed Against Women Importation of Girls (Percentage),0
Shimoga,Incidence of Crimes Committed Against Women Immoral Traffic (P) Act (Incidence),7
Shimoga,Incidence of Crimes Committed Against Women Immoral Traffic (P) Act (Percentage),2.2
Shimoga,Incidence of Crimes Committed Against Women Indecent Representation of Women (P) Act (Incidence),0
Shimoga,Incidence of Crimes Committed Against Women Indecent Representation of Women (P) Act (Percentage),0
Shimoga,Incidence of Crimes Committed Against Women Dowry Prohibition Act (Incidence),0
Shimoga,Incidence of Crimes Committed Against Women Dowry Prohibition Act (Percentage),0
Shimoga,Incidence of Crimes Committed Against Women Total (Incidence),452
Shimoga,Incidence of Crimes Committed Against Women Total (Percentage),4.7
Shimoga,Number of Victims Upto 10 Years (Age Group Wise Victims of Rape Cases),1
Shimoga,Number of Victims 11 to 15  Years (Age Group Wise Victims of Rape Cases),0
Shimoga,Number of Victims 16 - 18  Years (Age Group Wise Victims of Rape Cases),13
Shimoga,Number of Victims 19 - 30  Years (Age Group Wise Victims of Rape Cases),5
Shimoga,Number of Victims 31 - 50  Years (Age Group Wise Victims of Rape Cases),0
Shimoga,Number of Victims Above 50  Years (Age Group Wise Victims of Rape Cases),0
Shimoga,Number of Cases In Which offenders Were Known to The Victims,22
Shimoga,Number of Cases In Which offenders Were Parents / Close Family Members,0
Shimoga,Number of Cases In Which offenders Were Relatives,0
Shimoga,Number of Cases In Which offenders Were Neighbours,5
Shimoga,Number of Cases In Which offenders Were Other Known Persons,14
Shimoga,Crimes Committed Against Children Murder  (Incidence),2
Shimoga,Crimes Committed Against Children Murder (Percentage),5.6
Shimoga,Crimes Committed Against Children Rape (Below 16 Years) (Incidence),16
Shimoga,Crimes Committed Against Children Rape (Below 16 Years) (Percentage),17.0
Shimoga,Crimes Committed Against Children Infanticide (Incidence),0
Shimoga,Crimes Committed Against Children Infanticide (Percentage),0
Shimoga,Crimes Committed Against Children Foeticide (Incidence),0
Shimoga,Crimes Committed Against Children Foeticide (Percentage),0
Shimoga,Crimes Committed Against Children Abetment of Suicide (Incidence),0
Shimoga,Crimes Committed Against Children Abetment of Suicide (Percentage),0
Shimoga,Crimes Committed Against Children Exposure & Abandonment (Incidence),0
Shimoga,Crimes Committed Against Children Exposure & Abandonment (Percentage),0
Shimoga,Crimes Committed Against Children Kidnapping & Abduction (Incidence),0
Shimoga,Crimes Committed Against Children Kidnapping & Abduction (Percentage),0
Shimoga,Crimes Committed Against Children Procuration of Minor Girls (Incidence),7
Shimoga,Crimes Committed Against Children Procuration of Minor Girls (Percentage),97
Shimoga,Crimes Committed Against Children Selling of Girls For Prostitution (Incidence),0
Shimoga,Crimes Committed Against Children Selling of Girls For Prostitution (Percentage),0
Shimoga,Crimes Committed Against Children Buying of Girls For Prostitution (Incidence),0
Shimoga,Crimes Committed Against Children Buying of Girls For Prostitution (Percentage),0
Shimoga,Crimes Committed Against Children Child Marriage Restraint Act (Incidence),0
Shimoga,Crimes Committed Against Children Child Marriage Restraint Act (Percentage),0
Shimoga,Crimes Committed Against Children Others (Incidence),0
Shimoga,Crimes Committed Against Children Others (Percentage),0
Shimoga,Crimes Committed Against Children Total (Incidence),27
Shimoga,Crimes Committed Against Children Total (Percentage),7.9
Shimoga,Number of Cases Reported,601
Shimoga,Number of Cases Detected,270
Shimoga,Total Value of Property In Rupees Stolen,35560974
Shimoga,Total Value of Property In Rupees Recovered,17330827
Shimoga,Percentage of Recovery,47.3
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Dacoity (Stolen),9
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Dacoity (Recovered),7
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Robbery (Stolen),56
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Robbery (Recovered),31
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Burglary (Stolen),192
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Burglary (Recovered),57
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Theft (Stolen),311
Shimoga,Number of Cases In Which Property Was Stolen and Recovered Theft (Recovered),165
Shimoga,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Stolen,148
Shimoga,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Recovered,85
Shimoga,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Coordinated,26
Shimoga,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Stolen,4
Shimoga,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Recovered,3
Shimoga,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Coordinated,0
Shimoga,Number of Vehicles Four Wheelers (Bus) Stolen,0
Shimoga,Number of Vehicles Four Wheelers (Bus) Recovered,0
Shimoga,Number of Vehicles Four Wheelers (Bus) Coordinated,0
Shimoga,Four Wheelers  (Goods Carring) Vehicles Stolen,5
Shimoga,Four Wheelers  (Goods Carring) Vehicles Recovered,2
Shimoga,Four Wheelers  (Goods Carring) Vehicles Coordinated,0
Shimoga,Other Motor Vehicle Stolen,0
Shimoga,Other Motor Vehicle Recovered,0
Shimoga,Other Motor Vehicle Coordinated,0
Shimoga,Total Motor Vehicle Recovered,92
Shimoga,Total Motor Vehicle Coordinated,27
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Residential Premises (Number),1
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Residential Premises (Value),173794
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Highways (Number),1
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Highways (Value),9874
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence River & Sea (Number),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence River & Sea (Value),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Railways (Number),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Railways (Value),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Running Trains (Number),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Running Trains (Value),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Railways (Number),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Railways (Value),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Number),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Value),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Number),0
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Value),36219
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Places (Number),4
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Number),9
Shimoga,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Value),314338
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),18
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),1002980
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),1
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),98940
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Number),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Value),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),1
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),79540
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),33
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),56
Shimoga,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),5171070
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),147
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),6637790
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),0
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),0
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
